*r,rtscbin,sc_cat,value
p24027,bin3,cost,2000
p24027,bin3,cap,20000
p24029,bin1,cost,65
p24029,bin1,cap,1000
p24029,bin2,cost,200
p24029,bin2,cap,2000
p24029,bin3,cost,2000
p24029,bin3,cap,20000
p24031,bin1,cost,65
p24031,bin1,cap,1000
p24031,bin2,cost,200
p24031,bin2,cap,2000
p24031,bin3,cost,2000
p24031,bin3,cap,20000
p24033,bin1,cost,65
p24033,bin1,cap,1000
p24033,bin2,cost,200
p24033,bin2,cap,2000
p24033,bin3,cost,2000
p24033,bin3,cap,20000
p24035,bin1,cost,65
p24035,bin1,cap,1000
p24035,bin2,cost,200
p24035,bin2,cap,2000
p24035,bin3,cost,2000
p24035,bin3,cap,20000
p24037,bin1,cost,65
p24037,bin1,cap,1000
p24037,bin2,cost,200
p24037,bin2,cap,2000
p24037,bin3,cost,2000
p24037,bin3,cap,20000
p24039,bin1,cost,65
p24039,bin1,cap,1000
p24039,bin2,cost,200
p24039,bin2,cap,2000
p24039,bin3,cost,2000
p24039,bin3,cap,20000
p24041,bin1,cost,65
p24041,bin1,cap,1000
p24041,bin2,cost,200
p24041,bin2,cap,2000
p24041,bin3,cost,2000
p24041,bin3,cap,20000
p24043,bin1,cost,65
p24043,bin1,cap,1000
p24043,bin2,cost,200
p24043,bin2,cap,2000
p24043,bin3,cost,2000
p24043,bin3,cap,20000
p24045,bin1,cost,65
p24045,bin1,cap,1000
p24045,bin2,cost,200
p24045,bin2,cap,2000
p24045,bin3,cost,2000
p24045,bin3,cap,20000
p24047,bin1,cost,65
p24047,bin1,cap,1000
p24047,bin2,cost,200
p24047,bin2,cap,2000
p24047,bin3,cost,2000
p24047,bin3,cap,20000
p24510,bin1,cost,65
p24510,bin1,cap,1000
p24510,bin2,cost,200
p24510,bin2,cap,2000
p24510,bin3,cost,2000
p24510,bin3,cap,20000
p26001,bin1,cost,65
p26001,bin1,cap,1000
p26001,bin2,cost,200
p26001,bin2,cap,2000
p26001,bin3,cost,2000
p26001,bin3,cap,20000
p26003,bin1,cost,65
p26003,bin1,cap,1000
p26003,bin2,cost,200
p26003,bin2,cap,2000
p26003,bin3,cost,2000
p26003,bin3,cap,20000
p26005,bin1,cost,65
p26005,bin1,cap,1000
p26005,bin2,cost,200
p26005,bin2,cap,2000
p26005,bin3,cost,2000
p26005,bin3,cap,20000
p26007,bin1,cost,65
p26007,bin1,cap,1000
p26007,bin2,cost,200
p26007,bin2,cap,2000
p26007,bin3,cost,2000
p26007,bin3,cap,20000
p26009,bin1,cost,65
p26009,bin1,cap,1000
p26009,bin2,cost,200
p26009,bin2,cap,2000
p26009,bin3,cost,2000
p26009,bin3,cap,20000
p26011,bin1,cost,65
p26011,bin1,cap,1000
p26011,bin2,cost,200
p26011,bin2,cap,2000
p26011,bin3,cost,2000
p26011,bin3,cap,20000
p26013,bin1,cost,65
p26013,bin1,cap,1000
p26013,bin2,cost,200
p26013,bin2,cap,2000
p26013,bin3,cost,2000
p26013,bin3,cap,20000
p26015,bin1,cost,65
p26015,bin1,cap,1000
p26015,bin2,cost,200
p26015,bin2,cap,2000
p26015,bin3,cost,2000
p26015,bin3,cap,20000
p26017,bin1,cost,65
p26017,bin1,cap,1000
p26017,bin2,cost,200
p26017,bin2,cap,2000
p26017,bin3,cost,2000
p26017,bin3,cap,20000
p26019,bin1,cost,65
p26019,bin1,cap,1000
p26019,bin2,cost,200
p26019,bin2,cap,2000
p26019,bin3,cost,2000
p26019,bin3,cap,20000
p26021,bin1,cost,65
p26021,bin1,cap,1000
p26021,bin2,cost,200
p26021,bin2,cap,2000
p26021,bin3,cost,2000
p26021,bin3,cap,20000
p26023,bin1,cost,65
p26023,bin1,cap,1000
p26023,bin2,cost,200
p26023,bin2,cap,2000
p26023,bin3,cost,2000
p26023,bin3,cap,20000
p26025,bin1,cost,65
p26025,bin1,cap,1000
p26025,bin2,cost,200
p26025,bin2,cap,2000
p26025,bin3,cost,2000
p26025,bin3,cap,20000
p26027,bin1,cost,65
p26027,bin1,cap,1000
p26027,bin2,cost,200
p26027,bin2,cap,2000
p26027,bin3,cost,2000
p26027,bin3,cap,20000
p26029,bin1,cost,65
p26029,bin1,cap,1000
p26029,bin2,cost,200
p26029,bin2,cap,2000
p26029,bin3,cost,2000
p26029,bin3,cap,20000
p26031,bin1,cost,65
p26031,bin1,cap,1000
p26031,bin2,cost,200
p26031,bin2,cap,2000
p26031,bin3,cost,2000
p26031,bin3,cap,20000
p26033,bin1,cost,65
p26033,bin1,cap,1000
p26033,bin2,cost,200
p26033,bin2,cap,2000
p26033,bin3,cost,2000
p26033,bin3,cap,20000
p26035,bin1,cost,65
p26035,bin1,cap,1000
p26035,bin2,cost,200
p26035,bin2,cap,2000
p26035,bin3,cost,2000
p26035,bin3,cap,20000
p26037,bin1,cost,65
p26037,bin1,cap,1000
p26037,bin2,cost,200
p26037,bin2,cap,2000
p26037,bin3,cost,2000
p26037,bin3,cap,20000
p26039,bin1,cost,65
p26039,bin1,cap,1000
p26039,bin2,cost,200
p26039,bin2,cap,2000
p26039,bin3,cost,2000
p26039,bin3,cap,20000
p26041,bin1,cost,65
p26041,bin1,cap,1000
p26041,bin2,cost,200
p26041,bin2,cap,2000
p26041,bin3,cost,2000
p26041,bin3,cap,20000
p26043,bin1,cost,65
p26043,bin1,cap,1000
p26043,bin2,cost,200
p26043,bin2,cap,2000
p26043,bin3,cost,2000
p26043,bin3,cap,20000
p26045,bin1,cost,65
p26045,bin1,cap,1000
p26045,bin2,cost,200
p26045,bin2,cap,2000
p26045,bin3,cost,2000
p26045,bin3,cap,20000
p26047,bin1,cost,65
p26047,bin1,cap,1000
p26047,bin2,cost,200
p26047,bin2,cap,2000
p26047,bin3,cost,2000
p26047,bin3,cap,20000
p26049,bin1,cost,65
p26049,bin1,cap,1000
p26049,bin2,cost,200
p26049,bin2,cap,2000
p26049,bin3,cost,2000
p26049,bin3,cap,20000
p26051,bin1,cost,65
p26051,bin1,cap,1000
p26051,bin2,cost,200
p26051,bin2,cap,2000
p26051,bin3,cost,2000
p26051,bin3,cap,20000
p26053,bin1,cost,65
p26053,bin1,cap,1000
p26053,bin2,cost,200
p26053,bin2,cap,2000
p26053,bin3,cost,2000
p26053,bin3,cap,20000
p26055,bin1,cost,65
p26055,bin1,cap,1000
p26055,bin2,cost,200
p26055,bin2,cap,2000
p26055,bin3,cost,2000
p26055,bin3,cap,20000
p26057,bin1,cost,65
p26057,bin1,cap,1000
p26057,bin2,cost,200
p26057,bin2,cap,2000
p26057,bin3,cost,2000
p26057,bin3,cap,20000
p26059,bin1,cost,65
p26059,bin1,cap,1000
p26059,bin2,cost,200
p26059,bin2,cap,2000
p26059,bin3,cost,2000
p26059,bin3,cap,20000
p26061,bin1,cost,65
p26061,bin1,cap,1000
p26061,bin2,cost,200
p26061,bin2,cap,2000
p26061,bin3,cost,2000
p26061,bin3,cap,20000
p26063,bin1,cost,65
p26063,bin1,cap,1000
p26063,bin2,cost,200
p26063,bin2,cap,2000
p26063,bin3,cost,2000
p26063,bin3,cap,20000
p26065,bin1,cost,65
p26065,bin1,cap,1000
p26065,bin2,cost,200
p26065,bin2,cap,2000
p26065,bin3,cost,2000
p26065,bin3,cap,20000
p26067,bin1,cost,65
p26067,bin1,cap,1000
p26067,bin2,cost,200
p26067,bin2,cap,2000
p26067,bin3,cost,2000
p26067,bin3,cap,20000
p26069,bin1,cost,65
p26069,bin1,cap,1000
p26069,bin2,cost,200
p26069,bin2,cap,2000
p26069,bin3,cost,2000
p26069,bin3,cap,20000
p26071,bin1,cost,65
p26071,bin1,cap,1000
p26071,bin2,cost,200
p26071,bin2,cap,2000
p26071,bin3,cost,2000
p26071,bin3,cap,20000
p26073,bin1,cost,65
p26073,bin1,cap,1000
p26073,bin2,cost,200
p26073,bin2,cap,2000
p26073,bin3,cost,2000
p26073,bin3,cap,20000
p26075,bin1,cost,65
p26075,bin1,cap,1000
p26075,bin2,cost,200
p26075,bin2,cap,2000
p26075,bin3,cost,2000
p26075,bin3,cap,20000
p26077,bin1,cost,65
p26077,bin1,cap,1000
p26077,bin2,cost,200
p26077,bin2,cap,2000
p26077,bin3,cost,2000
p26077,bin3,cap,20000
p26079,bin1,cost,65
p26079,bin1,cap,1000
p26079,bin2,cost,200
p26079,bin2,cap,2000
p26079,bin3,cost,2000
p26079,bin3,cap,20000
p26081,bin1,cost,65
p26081,bin1,cap,1000
p26081,bin2,cost,200
p26081,bin2,cap,2000
p26081,bin3,cost,2000
p26081,bin3,cap,20000
p26083,bin1,cost,65
p26083,bin1,cap,1000
p26083,bin2,cost,200
p26083,bin2,cap,2000
p26083,bin3,cost,2000
p26083,bin3,cap,20000
p26085,bin1,cost,65
p26085,bin1,cap,1000
p26085,bin2,cost,200
p26085,bin2,cap,2000
p26085,bin3,cost,2000
p26085,bin3,cap,20000
p26087,bin1,cost,65
p26087,bin1,cap,1000
p26087,bin2,cost,200
p26087,bin2,cap,2000
p26087,bin3,cost,2000
p26087,bin3,cap,20000
p26089,bin1,cost,65
p26089,bin1,cap,1000
p26089,bin2,cost,200
p26089,bin2,cap,2000
p26089,bin3,cost,2000
p26089,bin3,cap,20000
p26091,bin1,cost,65
p26091,bin1,cap,1000
p26091,bin2,cost,200
p26091,bin2,cap,2000
p26091,bin3,cost,2000
p26091,bin3,cap,20000
p26093,bin1,cost,65
p26093,bin1,cap,1000
p26093,bin2,cost,200
p26093,bin2,cap,2000
p26093,bin3,cost,2000
p26093,bin3,cap,20000
p26095,bin1,cost,65
p26095,bin1,cap,1000
p26095,bin2,cost,200
p26095,bin2,cap,2000
p26095,bin3,cost,2000
p26095,bin3,cap,20000
p26097,bin1,cost,65
p26097,bin1,cap,1000
p26097,bin2,cost,200
p26097,bin2,cap,2000
p26097,bin3,cost,2000
p26097,bin3,cap,20000
p26099,bin1,cost,65
p26099,bin1,cap,1000
p26099,bin2,cost,200
p26099,bin2,cap,2000
p26099,bin3,cost,2000
p26099,bin3,cap,20000
p26101,bin1,cost,65
p26101,bin1,cap,1000
p26101,bin2,cost,200
p26101,bin2,cap,2000
p26101,bin3,cost,2000
p26101,bin3,cap,20000
p26103,bin1,cost,65
p26103,bin1,cap,1000
p26103,bin2,cost,200
p26103,bin2,cap,2000
p26103,bin3,cost,2000
p26103,bin3,cap,20000
p26105,bin1,cost,65
p26105,bin1,cap,1000
p26105,bin2,cost,200
p26105,bin2,cap,2000
p26105,bin3,cost,2000
p26105,bin3,cap,20000
p26107,bin1,cost,65
p26107,bin1,cap,1000
p26107,bin2,cost,200
p26107,bin2,cap,2000
p26107,bin3,cost,2000
p26107,bin3,cap,20000
p26109,bin1,cost,65
p26109,bin1,cap,1000
p26109,bin2,cost,200
p26109,bin2,cap,2000
p26109,bin3,cost,2000
p26109,bin3,cap,20000
p26111,bin1,cost,65
p26111,bin1,cap,1000
p26111,bin2,cost,200
p26111,bin2,cap,2000
p26111,bin3,cost,2000
p26111,bin3,cap,20000
p26113,bin1,cost,65
p26113,bin1,cap,1000
p26113,bin2,cost,200
p26113,bin2,cap,2000
p26113,bin3,cost,2000
p26113,bin3,cap,20000
p26115,bin1,cost,65
p26115,bin1,cap,1000
p26115,bin2,cost,200
p26115,bin2,cap,2000
p26115,bin3,cost,2000
p26115,bin3,cap,20000
p26117,bin1,cost,65
p26117,bin1,cap,1000
p26117,bin2,cost,200
p26117,bin2,cap,2000
p26117,bin3,cost,2000
p26117,bin3,cap,20000
p26119,bin1,cost,65
p26119,bin1,cap,1000
p26119,bin2,cost,200
p26119,bin2,cap,2000
p26119,bin3,cost,2000
p26119,bin3,cap,20000
p26121,bin1,cost,65
p26121,bin1,cap,1000
p26121,bin2,cost,200
p26121,bin2,cap,2000
p26121,bin3,cost,2000
p26121,bin3,cap,20000
p26123,bin1,cost,65
p26123,bin1,cap,1000
p26123,bin2,cost,200
p26123,bin2,cap,2000
p26123,bin3,cost,2000
p26123,bin3,cap,20000
p26125,bin1,cost,65
p26125,bin1,cap,1000
p26125,bin2,cost,200
p26125,bin2,cap,2000
p26125,bin3,cost,2000
p26125,bin3,cap,20000
p26127,bin1,cost,65
p26127,bin1,cap,1000
p26127,bin2,cost,200
p26127,bin2,cap,2000
p26127,bin3,cost,2000
p26127,bin3,cap,20000
p26129,bin1,cost,65
p26129,bin1,cap,1000
p26129,bin2,cost,200
p26129,bin2,cap,2000
p26129,bin3,cost,2000
p26129,bin3,cap,20000
p26131,bin1,cost,65
p26131,bin1,cap,1000
p26131,bin2,cost,200
p26131,bin2,cap,2000
p26131,bin3,cost,2000
p26131,bin3,cap,20000
p26133,bin1,cost,65
p26133,bin1,cap,1000
p26133,bin2,cost,200
p26133,bin2,cap,2000
p26133,bin3,cost,2000
p26133,bin3,cap,20000
p26135,bin1,cost,65
p26135,bin1,cap,1000
p26135,bin2,cost,200
p26135,bin2,cap,2000
p26135,bin3,cost,2000
p26135,bin3,cap,20000
p26137,bin1,cost,65
p26137,bin1,cap,1000
p26137,bin2,cost,200
p26137,bin2,cap,2000
p26137,bin3,cost,2000
p26137,bin3,cap,20000
p26139,bin1,cost,65
p26139,bin1,cap,1000
p26139,bin2,cost,200
p26139,bin2,cap,2000
p26139,bin3,cost,2000
p26139,bin3,cap,20000
p26141,bin1,cost,65
p26141,bin1,cap,1000
p26141,bin2,cost,200
p26141,bin2,cap,2000
p26141,bin3,cost,2000
p26141,bin3,cap,20000
p26143,bin1,cost,65
p26143,bin1,cap,1000
p26143,bin2,cost,200
p26143,bin2,cap,2000
p26143,bin3,cost,2000
p26143,bin3,cap,20000
p26145,bin1,cost,65
p26145,bin1,cap,1000
p26145,bin2,cost,200
p26145,bin2,cap,2000
p26145,bin3,cost,2000
p26145,bin3,cap,20000
p26147,bin1,cost,65
p26147,bin1,cap,1000
p26147,bin2,cost,200
p26147,bin2,cap,2000
p26147,bin3,cost,2000
p26147,bin3,cap,20000
p26149,bin1,cost,65
p26149,bin1,cap,1000
p26149,bin2,cost,200
p26149,bin2,cap,2000
p26149,bin3,cost,2000
p26149,bin3,cap,20000
p26151,bin1,cost,65
p26151,bin1,cap,1000
p26151,bin2,cost,200
p26151,bin2,cap,2000
p26151,bin3,cost,2000
p26151,bin3,cap,20000
p26153,bin1,cost,65
p26153,bin1,cap,1000
p26153,bin2,cost,200
p26153,bin2,cap,2000
p26153,bin3,cost,2000
p26153,bin3,cap,20000
p26155,bin1,cost,65
p26155,bin1,cap,1000
p26155,bin2,cost,200
p26155,bin2,cap,2000
p26155,bin3,cost,2000
p26155,bin3,cap,20000
p26157,bin1,cost,65
p26157,bin1,cap,1000
p26157,bin2,cost,200
p26157,bin2,cap,2000
p26157,bin3,cost,2000
p26157,bin3,cap,20000
p26159,bin1,cost,65
p26159,bin1,cap,1000
p26159,bin2,cost,200
p26159,bin2,cap,2000
p26159,bin3,cost,2000
p26159,bin3,cap,20000
p26161,bin1,cost,65
p26161,bin1,cap,1000
p26161,bin2,cost,200
p26161,bin2,cap,2000
p26161,bin3,cost,2000
p26161,bin3,cap,20000
p26163,bin1,cost,65
p26163,bin1,cap,1000
p26163,bin2,cost,200
p26163,bin2,cap,2000
p26163,bin3,cost,2000
p26163,bin3,cap,20000
p26165,bin1,cost,65
p26165,bin1,cap,1000
p26165,bin2,cost,200
p26165,bin2,cap,2000
p26165,bin3,cost,2000
p26165,bin3,cap,20000
p34001,bin1,cost,65
p34001,bin1,cap,1000
p34001,bin2,cost,200
p34001,bin2,cap,2000
p34001,bin3,cost,2000
p34001,bin3,cap,20000
p34003,bin1,cost,65
p34003,bin1,cap,1000
p34003,bin2,cost,200
p34003,bin2,cap,2000
p34003,bin3,cost,2000
p34003,bin3,cap,20000
p34005,bin1,cost,65
p34005,bin1,cap,1000
p34005,bin2,cost,200
p34005,bin2,cap,2000
p34005,bin3,cost,2000
p34005,bin3,cap,20000
p34007,bin1,cost,65
p34007,bin1,cap,1000
p34007,bin2,cost,200
p34007,bin2,cap,2000
p34007,bin3,cost,2000
p34007,bin3,cap,20000
p34009,bin1,cost,65
p34009,bin1,cap,1000
p34009,bin2,cost,200
p34009,bin2,cap,2000
p34009,bin3,cost,2000
p34009,bin3,cap,20000
p34011,bin1,cost,65
p34011,bin1,cap,1000
p34011,bin2,cost,200
p34011,bin2,cap,2000
p34011,bin3,cost,2000
p34011,bin3,cap,20000
p34013,bin1,cost,65
p34013,bin1,cap,1000
p34013,bin2,cost,200
p34013,bin2,cap,2000
p34013,bin3,cost,2000
p34013,bin3,cap,20000
p34015,bin1,cost,65
p34015,bin1,cap,1000
p34015,bin2,cost,200
p34015,bin2,cap,2000
p34015,bin3,cost,2000
p34015,bin3,cap,20000
p34017,bin1,cost,65
p34017,bin1,cap,1000
p34017,bin2,cost,200
p34017,bin2,cap,2000
p34017,bin3,cost,2000
p34017,bin3,cap,20000
p34019,bin1,cost,65
p34019,bin1,cap,1000
p34019,bin2,cost,200
p34019,bin2,cap,2000
p34019,bin3,cost,2000
p34019,bin3,cap,20000
p34021,bin1,cost,65
p34021,bin1,cap,1000
p34021,bin2,cost,200
p34021,bin2,cap,2000
p34021,bin3,cost,2000
p34021,bin3,cap,20000
p34023,bin1,cost,65
p34023,bin1,cap,1000
p34023,bin2,cost,200
p34023,bin2,cap,2000
p34023,bin3,cost,2000
p34023,bin3,cap,20000
p34025,bin1,cost,65
p34025,bin1,cap,1000
p34025,bin2,cost,200
p34025,bin2,cap,2000
p34025,bin3,cost,2000
p34025,bin3,cap,20000
p34027,bin1,cost,65
p34027,bin1,cap,1000
p34027,bin2,cost,200
p34027,bin2,cap,2000
p34027,bin3,cost,2000
p34027,bin3,cap,20000
p34029,bin1,cost,65
p34029,bin1,cap,1000
p34029,bin2,cost,200
p34029,bin2,cap,2000
p34029,bin3,cost,2000
p34029,bin3,cap,20000
p34031,bin1,cost,65
p34031,bin1,cap,1000
p34031,bin2,cost,200
p34031,bin2,cap,2000
p34031,bin3,cost,2000
p34031,bin3,cap,20000
p34033,bin1,cost,65
p34033,bin1,cap,1000
p34033,bin2,cost,200
p34033,bin2,cap,2000
p34033,bin3,cost,2000
p34033,bin3,cap,20000
p34035,bin1,cost,65
p34035,bin1,cap,1000
p34035,bin2,cost,200
p34035,bin2,cap,2000
p34035,bin3,cost,2000
p34035,bin3,cap,20000
p34037,bin1,cost,65
p34037,bin1,cap,1000
p34037,bin2,cost,200
p34037,bin2,cap,2000
p34037,bin3,cost,2000
p34037,bin3,cap,20000
p34039,bin1,cost,65
p34039,bin1,cap,1000
p34039,bin2,cost,200
p34039,bin2,cap,2000
p34039,bin3,cost,2000
p34039,bin3,cap,20000
p34041,bin1,cost,65
p34041,bin1,cap,1000
p34041,bin2,cost,200
p34041,bin2,cap,2000
p34041,bin3,cost,2000
p34041,bin3,cap,20000
p36001,bin1,cost,65
p36001,bin1,cap,1000
p36001,bin2,cost,200
p36001,bin2,cap,2000
p36001,bin3,cost,2000
p36001,bin3,cap,20000
p36003,bin1,cost,65
p36003,bin1,cap,1000
p36003,bin2,cost,200
p36003,bin2,cap,2000
p36003,bin3,cost,2000
p36003,bin3,cap,20000
p36005,bin1,cost,65
p36005,bin1,cap,1000
p36005,bin2,cost,200
p36005,bin2,cap,2000
p36005,bin3,cost,2000
p36005,bin3,cap,20000
p36007,bin1,cost,65
p36007,bin1,cap,1000
p36007,bin2,cost,200
p36007,bin2,cap,2000
p36007,bin3,cost,2000
p36007,bin3,cap,20000
p36009,bin1,cost,65
p36009,bin1,cap,1000
p36009,bin2,cost,200
p36009,bin2,cap,2000
p36009,bin3,cost,2000
p36009,bin3,cap,20000
p36011,bin1,cost,65
p36011,bin1,cap,1000
p36011,bin2,cost,200
p36011,bin2,cap,2000
p36011,bin3,cost,2000
p36011,bin3,cap,20000
p36013,bin1,cost,65
p36013,bin1,cap,1000
p36013,bin2,cost,200
p36013,bin2,cap,2000
p36013,bin3,cost,2000
p36013,bin3,cap,20000
p36015,bin1,cost,65
p36015,bin1,cap,1000
p36015,bin2,cost,200
p36015,bin2,cap,2000
p36015,bin3,cost,2000
p36015,bin3,cap,20000
p36017,bin1,cost,65
p36017,bin1,cap,1000
p36017,bin2,cost,200
p36017,bin2,cap,2000
p36017,bin3,cost,2000
p36017,bin3,cap,20000
p36019,bin1,cost,65
p36019,bin1,cap,1000
p36019,bin2,cost,200
p36019,bin2,cap,2000
p36019,bin3,cost,2000
p36019,bin3,cap,20000
p36021,bin1,cost,65
p36021,bin1,cap,1000
p36021,bin2,cost,200
p36021,bin2,cap,2000
p36021,bin3,cost,2000
p36021,bin3,cap,20000
p36023,bin1,cost,65
p36023,bin1,cap,1000
p36023,bin2,cost,200
p36023,bin2,cap,2000
p36023,bin3,cost,2000
p36023,bin3,cap,20000
p36025,bin1,cost,65
p36025,bin1,cap,1000
p36025,bin2,cost,200
p36025,bin2,cap,2000
p36025,bin3,cost,2000
p36025,bin3,cap,20000
p36027,bin1,cost,65
p36027,bin1,cap,1000
p36027,bin2,cost,200
p36027,bin2,cap,2000
p36027,bin3,cost,2000
p36027,bin3,cap,20000
p36029,bin1,cost,65
p36029,bin1,cap,1000
p36029,bin2,cost,200
p36029,bin2,cap,2000
p36029,bin3,cost,2000
p36029,bin3,cap,20000
p36031,bin1,cost,65
p36031,bin1,cap,1000
p36031,bin2,cost,200
p36031,bin2,cap,2000
p36031,bin3,cost,2000
p36031,bin3,cap,20000
p36033,bin1,cost,65
p36033,bin1,cap,1000
p36033,bin2,cost,200
p36033,bin2,cap,2000
p36033,bin3,cost,2000
p36033,bin3,cap,20000
p36035,bin1,cost,65
p36035,bin1,cap,1000
p36035,bin2,cost,200
p36035,bin2,cap,2000
p36035,bin3,cost,2000
p36035,bin3,cap,20000
p36037,bin1,cost,65
p36037,bin1,cap,1000
p36037,bin2,cost,200
p36037,bin2,cap,2000
p36037,bin3,cost,2000
p36037,bin3,cap,20000
p36039,bin1,cost,65
p36039,bin1,cap,1000
p36039,bin2,cost,200
p36039,bin2,cap,2000
p36039,bin3,cost,2000
p36039,bin3,cap,20000
p36041,bin1,cost,65
p36041,bin1,cap,1000
p36041,bin2,cost,200
p36041,bin2,cap,2000
p36041,bin3,cost,2000
p36041,bin3,cap,20000
p36043,bin1,cost,65
p36043,bin1,cap,1000
p36043,bin2,cost,200
p36043,bin2,cap,2000
p36043,bin3,cost,2000
p36043,bin3,cap,20000
p36045,bin1,cost,65
p36045,bin1,cap,1000
p36045,bin2,cost,200
p36045,bin2,cap,2000
p36045,bin3,cost,2000
p36045,bin3,cap,20000
p36047,bin1,cost,65
p36047,bin1,cap,1000
p36047,bin2,cost,200
p36047,bin2,cap,2000
p36047,bin3,cost,2000
p36047,bin3,cap,20000
p36049,bin1,cost,65
p36049,bin1,cap,1000
p36049,bin2,cost,200
p36049,bin2,cap,2000
p36049,bin3,cost,2000
p36049,bin3,cap,20000
p36051,bin1,cost,65
p36051,bin1,cap,1000
p36051,bin2,cost,200
p36051,bin2,cap,2000
p36051,bin3,cost,2000
p36051,bin3,cap,20000
p36053,bin1,cost,65
p36053,bin1,cap,1000
p36053,bin2,cost,200
p36053,bin2,cap,2000
p36053,bin3,cost,2000
p36053,bin3,cap,20000
p36055,bin1,cost,65
p36055,bin1,cap,1000
p36055,bin2,cost,200
p36055,bin2,cap,2000
p36055,bin3,cost,2000
p36055,bin3,cap,20000
p36057,bin1,cost,65
p36057,bin1,cap,1000
p36057,bin2,cost,200
p36057,bin2,cap,2000
p36057,bin3,cost,2000
p36057,bin3,cap,20000
p36059,bin1,cost,65
p36059,bin1,cap,1000
p36059,bin2,cost,200
p36059,bin2,cap,2000
p36059,bin3,cost,2000
p36059,bin3,cap,20000
p36061,bin1,cost,65
p36061,bin1,cap,1000
p36061,bin2,cost,200
p36061,bin2,cap,2000
p36061,bin3,cost,2000
p36061,bin3,cap,20000
p36063,bin1,cost,65
p36063,bin1,cap,1000
p36063,bin2,cost,200
p36063,bin2,cap,2000
p36063,bin3,cost,2000
p36063,bin3,cap,20000
p36065,bin1,cost,65
p36065,bin1,cap,1000
p36065,bin2,cost,200
p36065,bin2,cap,2000
p36065,bin3,cost,2000
p36065,bin3,cap,20000
p36067,bin1,cost,65
p36067,bin1,cap,1000
p36067,bin2,cost,200
p36067,bin2,cap,2000
p36067,bin3,cost,2000
p36067,bin3,cap,20000
p36069,bin1,cost,65
p36069,bin1,cap,1000
p36069,bin2,cost,200
p36069,bin2,cap,2000
p36069,bin3,cost,2000
p36069,bin3,cap,20000
p36071,bin1,cost,65
p36071,bin1,cap,1000
p36071,bin2,cost,200
p36071,bin2,cap,2000
p36071,bin3,cost,2000
p36071,bin3,cap,20000
p36073,bin1,cost,65
p36073,bin1,cap,1000
p36073,bin2,cost,200
p36073,bin2,cap,2000
p36073,bin3,cost,2000
p36073,bin3,cap,20000
p36075,bin1,cost,65
p36075,bin1,cap,1000
p36075,bin2,cost,200
p36075,bin2,cap,2000
p36075,bin3,cost,2000
p36075,bin3,cap,20000
p36077,bin1,cost,65
p36077,bin1,cap,1000
p36077,bin2,cost,200
p36077,bin2,cap,2000
p36077,bin3,cost,2000
p36077,bin3,cap,20000
p36079,bin1,cost,65
p36079,bin1,cap,1000
p36079,bin2,cost,200
p36079,bin2,cap,2000
p36079,bin3,cost,2000
p36079,bin3,cap,20000
p36081,bin1,cost,65
p36081,bin1,cap,1000
p36081,bin2,cost,200
p36081,bin2,cap,2000
p36081,bin3,cost,2000
p36081,bin3,cap,20000
p36083,bin1,cost,65
p36083,bin1,cap,1000
p36083,bin2,cost,200
p36083,bin2,cap,2000
p36083,bin3,cost,2000
p36083,bin3,cap,20000
p36085,bin1,cost,65
p36085,bin1,cap,1000
p36085,bin2,cost,200
p36085,bin2,cap,2000
p36085,bin3,cost,2000
p36085,bin3,cap,20000
p36087,bin1,cost,65
p36087,bin1,cap,1000
p36087,bin2,cost,200
p36087,bin2,cap,2000
p36087,bin3,cost,2000
p36087,bin3,cap,20000
p36089,bin1,cost,65
p36089,bin1,cap,1000
p36089,bin2,cost,200
p36089,bin2,cap,2000
p36089,bin3,cost,2000
p36089,bin3,cap,20000
p36091,bin1,cost,65
p36091,bin1,cap,1000
p36091,bin2,cost,200
p36091,bin2,cap,2000
p36091,bin3,cost,2000
p36091,bin3,cap,20000
p36093,bin1,cost,65
p36093,bin1,cap,1000
p36093,bin2,cost,200
p36093,bin2,cap,2000
p36093,bin3,cost,2000
p36093,bin3,cap,20000
p36095,bin1,cost,65
p36095,bin1,cap,1000
p36095,bin2,cost,200
p36095,bin2,cap,2000
p36095,bin3,cost,2000
p36095,bin3,cap,20000
p36097,bin1,cost,65
p36097,bin1,cap,1000
p36097,bin2,cost,200
p36097,bin2,cap,2000
p36097,bin3,cost,2000
p36097,bin3,cap,20000
p36099,bin1,cost,65
p36099,bin1,cap,1000
p36099,bin2,cost,200
p36099,bin2,cap,2000
p36099,bin3,cost,2000
p36099,bin3,cap,20000
p36101,bin1,cost,65
p36101,bin1,cap,1000
p36101,bin2,cost,200
p36101,bin2,cap,2000
p36101,bin3,cost,2000
p36101,bin3,cap,20000
p36103,bin1,cost,65
p36103,bin1,cap,1000
p36103,bin2,cost,200
p36103,bin2,cap,2000
p36103,bin3,cost,2000
p36103,bin3,cap,20000
p36105,bin1,cost,65
p36105,bin1,cap,1000
p36105,bin2,cost,200
p36105,bin2,cap,2000
p36105,bin3,cost,2000
p36105,bin3,cap,20000
p36107,bin1,cost,65
p36107,bin1,cap,1000
p36107,bin2,cost,200
p36107,bin2,cap,2000
p36107,bin3,cost,2000
p36107,bin3,cap,20000
p36109,bin1,cost,65
p36109,bin1,cap,1000
p36109,bin2,cost,200
p36109,bin2,cap,2000
p36109,bin3,cost,2000
p36109,bin3,cap,20000
p36111,bin1,cost,65
